session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
07z21pup,8,k0utn9jh,0,,InitializeParticipant,1643573585,1,0,0
07z21pup,8,k0utn9jh,1,start_cont,MyPage,1643573588,1,0,0
07z21pup,8,k0utn9jh,2,start_cont,effort,1643573589,1,0,0
07z21pup,8,k0utn9jh,3,start_cont,comprehension_test,1643573597,1,0,0
07z21pup,8,k0utn9jh,4,captcha_quiz_a,Transcribe,1643573838,1,1,0
07z21pup,8,k0utn9jh,64,exclusion_control,Introduction,1643573842,1,0,0
07z21pup,8,k0utn9jh,65,exclusion_control,benef_start,1643573846,1,0,0
07z21pup,8,k0utn9jh,68,exclusion_control,wait_for_benef_3_2,1643573847,1,0,0
07z21pup,8,k0utn9jh,70,exclusion_control,wait_for_benef_3,1643573848,1,0,0
07z21pup,8,k0utn9jh,72,exclusion_control,wait_for_benef_4,1643573849,1,0,0
07z21pup,8,k0utn9jh,73,exclusion_control,benef_5,1643573852,1,0,0
07z21pup,8,k0utn9jh,76,exclusion_control,wait_for_benef_6,1643573853,1,0,0
07z21pup,8,k0utn9jh,78,exclusion_control,wait_for_benef_7,1643573854,1,0,0
07z21pup,8,k0utn9jh,80,exclusion_control,wait_for_benef_8,1643573855,1,0,0
07z21pup,8,k0utn9jh,81,exclusion_control,benef_9,1643573857,1,0,0
07z21pup,8,k0utn9jh,84,exclusion_control,wait_for_benef_10,1643573859,1,0,0
07z21pup,8,k0utn9jh,86,exclusion_control,wait_for_benef_11,1643573859,1,0,0
07z21pup,8,k0utn9jh,88,exclusion_control,wait_for_benef_12,1643573860,1,0,0
07z21pup,8,k0utn9jh,89,exclusion_control,benef_13,1643573864,1,0,0
07z21pup,8,k0utn9jh,92,exclusion_control,wait_for_benef_14,1643573866,1,0,0
07z21pup,8,k0utn9jh,94,exclusion_control,wait_for_benef_15,1643573867,1,0,0
07z21pup,8,k0utn9jh,96,exclusion_control,wait_for_benef_16,1643573868,1,0,0
07z21pup,8,k0utn9jh,97,exclusion_control,benef_17,1643573872,1,0,0
07z21pup,8,k0utn9jh,100,exclusion_control,wait_for_benef_18,1643573874,1,0,0
07z21pup,8,k0utn9jh,102,exclusion_control,wait_for_benef_19,1643573876,1,0,0
07z21pup,8,k0utn9jh,104,exclusion_control,wait_for_benef_20,1643573878,1,0,0
07z21pup,8,k0utn9jh,105,exclusion_control,Results,1643573879,1,0,0
u1vjsq99,1,9lysuc4z,0,,InitializeParticipant,1643575228,1,0,0
u1vjsq99,1,9lysuc4z,1,start_cont,MyPage,1643575236,1,0,0
u1vjsq99,2,epz9qpw2,0,,InitializeParticipant,1643575239,1,0,0
u1vjsq99,2,epz9qpw2,1,start_cont,MyPage,1643575243,1,0,0
u1vjsq99,2,epz9qpw2,2,start_cont,effort,1643575248,1,0,0
u1vjsq99,2,epz9qpw2,3,start_cont,comprehension_test,1643575265,1,0,0
u1vjsq99,1,9lysuc4z,2,start_cont,effort,1643575273,1,0,0
u1vjsq99,2,epz9qpw2,4,captcha_quiz_a,Transcribe,1643575274,1,0,0
u1vjsq99,2,epz9qpw2,6,captcha_quiz_a,Transcribe,1643575283,2,0,0
u1vjsq99,2,epz9qpw2,8,captcha_quiz_a,Transcribe,1643575290,3,0,0
u1vjsq99,1,9lysuc4z,3,start_cont,comprehension_test,1643575295,1,0,0
u1vjsq99,2,epz9qpw2,10,captcha_quiz_a,Transcribe,1643575296,4,0,0
u1vjsq99,2,epz9qpw2,12,captcha_quiz_a,Transcribe,1643575301,5,0,0
u1vjsq99,2,epz9qpw2,14,captcha_quiz_a,Transcribe,1643575307,6,0,0
u1vjsq99,1,9lysuc4z,4,captcha_quiz_a,Transcribe,1643575308,1,0,0
u1vjsq99,2,epz9qpw2,16,captcha_quiz_a,Transcribe,1643575313,7,0,0
u1vjsq99,1,9lysuc4z,6,captcha_quiz_a,Transcribe,1643575315,2,0,0
u1vjsq99,2,epz9qpw2,18,captcha_quiz_a,Transcribe,1643575320,8,0,0
u1vjsq99,1,9lysuc4z,8,captcha_quiz_a,Transcribe,1643575322,3,0,0
u1vjsq99,3,yyyq9rfa,0,,InitializeParticipant,1643575324,1,0,0
u1vjsq99,2,epz9qpw2,20,captcha_quiz_a,Transcribe,1643575326,9,0,0
u1vjsq99,1,9lysuc4z,10,captcha_quiz_a,Transcribe,1643575329,4,0,0
u1vjsq99,2,epz9qpw2,22,captcha_quiz_a,Transcribe,1643575332,10,0,0
u1vjsq99,1,9lysuc4z,12,captcha_quiz_a,Transcribe,1643575336,5,0,0
u1vjsq99,4,d7xnp6t5,0,,InitializeParticipant,1643575338,1,0,0
u1vjsq99,5,u2dd80fq,0,,InitializeParticipant,1643575340,1,0,0
u1vjsq99,2,epz9qpw2,24,captcha_quiz_a,Transcribe,1643575341,11,0,0
u1vjsq99,1,9lysuc4z,14,captcha_quiz_a,Transcribe,1643575342,6,0,0
u1vjsq99,4,d7xnp6t5,1,start_cont,MyPage,1643575345,1,0,0
u1vjsq99,5,u2dd80fq,1,start_cont,MyPage,1643575346,1,0,0
u1vjsq99,4,d7xnp6t5,2,start_cont,effort,1643575348,1,0,0
u1vjsq99,1,9lysuc4z,16,captcha_quiz_a,Transcribe,1643575349,7,0,0
u1vjsq99,6,mezy12y5,0,,InitializeParticipant,1643575350,1,0,0
u1vjsq99,5,u2dd80fq,2,start_cont,effort,1643575352,1,0,0
u1vjsq99,2,epz9qpw2,26,captcha_quiz_a,Transcribe,1643575352,12,0,0
u1vjsq99,1,9lysuc4z,18,captcha_quiz_a,Transcribe,1643575356,8,0,0
